,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,platform
362,7431281914,3792707519,2020-10-02 11:15:50.198411,,0 days 01:14:30.000000000,2020-10-02 12:30:20.198411,,4470,362,0
1374,46188490,46360198,2020-10-02 11:15:51.198411,,0 days 01:37:17.000000000,2020-10-02 12:53:08.198411,,5837,1374,0
1711,46311681,46375170,2020-10-02 11:15:51.198411,,0 days 00:49:13.000000000,2020-10-02 12:05:04.198411,,2953,1711,0
3085,46276755,3785206371,2020-10-02 11:15:53.198411,,0 days 01:51:07.000000000,2020-10-02 13:07:00.198411,,6667,3085,0
1048,506965966,46391977,2020-10-02 11:15:53.198411,,0 days 00:39:55.000000000,2020-10-02 11:55:48.198411,,2395,1048,0
1525,7094675707,6316199,2020-10-02 11:15:56.198411,,0 days 01:52:58.000000000,2020-10-02 13:08:54.198411,,6778,1525,0
2356,1747231829,46479822,2020-10-02 11:16:00.198411,,0 days 03:36:29.000000000,2020-10-02 14:52:29.198411,,12989,2356,0
2369,5385801773,46401214,2020-10-02 11:16:01.198411,,0 days 01:46:49.000000000,2020-10-02 13:02:50.198411,,6409,2369,0
1764,46410754,46321646,2020-10-02 11:16:03.198411,,0 days 02:43:34.000000000,2020-10-02 13:59:37.198411,,9814,1764,0
195,46424348,3301116965,2020-10-02 11:16:03.198411,,0 days 01:19:36.000000000,2020-10-02 12:35:39.198411,,4776,195,0
12,282782989,154528005,2020-10-02 11:16:05.198411,,0 days 00:49:06.000000000,2020-10-02 12:05:11.198411,,2946,12,0
1391,6225155584,46399935,2020-10-02 11:16:07.198411,,0 days 01:55:08.000000000,2020-10-02 13:11:15.198411,,6908,1391,0
2364,816219865,46362980,2020-10-02 11:16:08.198411,,0 days 01:19:15.000000000,2020-10-02 12:35:23.198411,,4755,2364,0
1276,46316927,6659252458,2020-10-02 11:16:11.198411,,0 days 00:20:49.000000000,2020-10-02 11:37:00.198411,,1249,1276,0
2237,2020569166,46374077,2020-10-02 11:16:17.198411,,0 days 00:10:50.000000000,2020-10-02 11:27:07.198411,,650,2237,0
313,1332272273,7042617201,2020-10-02 11:16:19.198411,,0 days 00:36:06.000000000,2020-10-02 11:52:25.198411,,2166,313,0
2819,1328287919,46357671,2020-10-02 11:16:19.198411,,0 days 02:10:25.000000000,2020-10-02 13:26:44.198411,,7825,2819,0
553,6367675420,46345386,2020-10-02 11:16:23.198411,,0 days 01:32:17.000000000,2020-10-02 12:48:40.198411,,5537,553,0
866,46305946,5830440707,2020-10-02 11:16:26.198411,,0 days 01:33:18.000000000,2020-10-02 12:49:44.198411,,5598,866,0
2628,297095277,46392273,2020-10-02 11:16:29.198411,,0 days 00:08:03.000000000,2020-10-02 11:24:32.198411,,483,2628,0
44,7042607646,46316441,2020-10-02 11:16:39.198411,,0 days 00:34:32.000000000,2020-10-02 11:51:11.198411,,2072,44,0
2904,6932152175,46406245,2020-10-02 11:16:47.198411,,0 days 01:08:15.000000000,2020-10-02 12:25:02.198411,,4095,2904,0
2422,2016695223,2309524191,2020-10-02 11:16:52.198411,,0 days 01:34:46.000000000,2020-10-02 12:51:38.198411,,5686,2422,0
144,46248312,46448092,2020-10-02 11:16:58.198411,,0 days 02:29:13.000000000,2020-10-02 13:46:11.198411,,8953,144,0
2241,46419555,4375694662,2020-10-02 11:17:04.198411,,0 days 01:38:27.000000000,2020-10-02 12:55:31.198411,,5907,2241,0
1946,3301116263,3509681813,2020-10-02 11:17:13.198411,,0 days 01:05:26.000000000,2020-10-02 12:22:39.198411,,3926,1946,0
3156,46473657,46424611,2020-10-02 11:17:24.198411,,0 days 01:21:17.000000000,2020-10-02 12:38:41.198411,,4877,3156,0
1779,46465285,46378914,2020-10-02 11:17:33.198411,,0 days 00:52:05.000000000,2020-10-02 12:09:38.198411,,3125,1779,0
2837,46449592,46267630,2020-10-02 11:17:37.198411,,0 days 02:20:29.000000000,2020-10-02 13:38:06.198411,,8429,2837,0
3186,5904163578,46302437,2020-10-02 11:17:39.198411,,0 days 01:35:40.000000000,2020-10-02 12:53:19.198411,,5740,3186,0
367,46336020,46472552,2020-10-02 11:17:40.198411,,0 days 01:27:16.000000000,2020-10-02 12:44:56.198411,,5236,367,0
1538,46245327,46401975,2020-10-02 11:17:41.198411,,0 days 01:48:42.000000000,2020-10-02 13:06:23.198411,,6522,1538,0
1208,46415902,139909812,2020-10-02 11:17:52.198411,,0 days 01:06:20.000000000,2020-10-02 12:24:12.198411,,3980,1208,0
2711,46261111,46357050,2020-10-02 11:17:53.198411,,0 days 01:49:24.000000000,2020-10-02 13:07:17.198411,,6564,2711,0
359,46177779,2337049929,2020-10-02 11:17:54.198411,,0 days 01:50:31.000000000,2020-10-02 13:08:25.198411,,6631,359,0
2988,282988850,5713221226,2020-10-02 11:17:57.198411,,0 days 00:34:48.000000000,2020-10-02 11:52:45.198411,,2088,2988,0
1927,46479062,46358999,2020-10-02 11:17:59.198411,,0 days 00:58:10.000000000,2020-10-02 12:16:09.198411,,3490,1927,0
2989,46430975,46276379,2020-10-02 11:18:00.198411,,0 days 02:19:18.000000000,2020-10-02 13:37:18.198411,,8358,2989,0
2388,1240965663,2482775450,2020-10-02 11:18:06.198411,,0 days 01:46:26.000000000,2020-10-02 13:04:32.198411,,6386,2388,0
1172,46266350,2306442651,2020-10-02 11:18:11.198411,,0 days 01:15:33.000000000,2020-10-02 12:33:44.198411,,4533,1172,0
267,1350128699,46420326,2020-10-02 11:18:17.198411,,0 days 01:39:33.000000000,2020-10-02 12:57:50.198411,,5973,267,0
2997,46442778,46384251,2020-10-02 11:18:18.198411,,0 days 00:35:50.000000000,2020-10-02 11:54:08.198411,,2150,2997,0
2185,46400295,46422288,2020-10-02 11:18:19.198411,,0 days 00:45:04.000000000,2020-10-02 12:03:23.198411,,2704,2185,0
2349,6932152172,46356348,2020-10-02 11:18:44.198411,,0 days 01:07:43.000000000,2020-10-02 12:26:27.198411,,4063,2349,0
2169,46297311,46435845,2020-10-02 11:18:46.198411,,0 days 01:09:08.000000000,2020-10-02 12:27:54.198411,,4148,2169,0
2046,46403983,2309524193,2020-10-02 11:18:46.198411,,0 days 00:20:58.000000000,2020-10-02 11:39:44.198411,,1258,2046,0
2632,46354426,46401323,2020-10-02 11:18:47.198411,,0 days 01:01:13.000000000,2020-10-02 12:20:00.198411,,3673,2632,0
3178,46273305,6932944580,2020-10-02 11:18:54.198411,,0 days 01:22:27.000000000,2020-10-02 12:41:21.198411,,4947,3178,0
2912,46396601,46428076,2020-10-02 11:18:56.198411,,0 days 00:30:39.000000000,2020-10-02 11:49:35.198411,,1839,2912,0
253,46383466,46374077,2020-10-02 11:19:02.198411,,0 days 00:04:28.000000000,2020-10-02 11:23:30.198411,,268,253,0
1900,46410375,46369502,2020-10-02 11:19:09.198411,,0 days 01:07:36.000000000,2020-10-02 12:26:45.198411,,4056,1900,0
624,46527696,46375170,2020-10-02 11:19:17.198411,,0 days 02:47:45.000000000,2020-10-02 14:07:02.198411,,10065,624,0
1846,2298641917,3176714997,2020-10-02 11:19:25.198411,,0 days 00:25:40.000000000,2020-10-02 11:45:05.198411,,1540,1846,0
1824,46544288,2306308288,2020-10-02 11:19:27.198411,,0 days 02:54:18.000000000,2020-10-02 14:13:45.198411,,10458,1824,0
1961,297096564,7223657265,2020-10-02 11:19:34.198411,,0 days 01:15:00.000000000,2020-10-02 12:34:34.198411,,4500,1961,0
1537,700343154,46396066,2020-10-02 11:19:34.198411,,0 days 01:07:17.000000000,2020-10-02 12:26:51.198411,,4037,1537,0
2829,2311168475,46376972,2020-10-02 11:19:48.198411,,0 days 00:03:12.000000000,2020-10-02 11:23:00.198411,,192,2829,0
1166,2020569050,46331976,2020-10-02 11:20:02.198411,,0 days 00:32:36.000000000,2020-10-02 11:52:38.198411,,1956,1166,0
865,46288640,46380158,2020-10-02 11:20:06.198411,,0 days 01:08:23.000000000,2020-10-02 12:28:29.198411,,4103,865,0
1821,46273456,46261716,2020-10-02 11:20:12.198411,,0 days 00:08:59.000000000,2020-10-02 11:29:11.198411,,539,1821,0
1660,46326651,46345919,2020-10-02 11:20:24.198411,,0 days 01:04:27.000000000,2020-10-02 12:24:51.198411,,3867,1660,0
1809,46551410,46447303,2020-10-02 11:20:24.198411,,0 days 02:47:52.000000000,2020-10-02 14:08:16.198411,,10072,1809,0
3095,46410466,46355856,2020-10-02 11:20:25.198411,,0 days 01:19:14.000000000,2020-10-02 12:39:39.198411,,4754,3095,0
743,46533022,30731914,2020-10-02 11:20:30.198411,,0 days 02:08:25.000000000,2020-10-02 13:28:55.198411,,7705,743,0
34,46365598,46388896,2020-10-02 11:20:31.198411,,0 days 00:23:57.000000000,2020-10-02 11:44:28.198411,,1437,34,0
613,1069320429,291130803,2020-10-02 11:20:32.198411,,0 days 00:30:02.000000000,2020-10-02 11:50:34.198411,,1802,613,0
1536,486055726,46397480,2020-10-02 11:20:33.198411,,0 days 02:30:12.000000000,2020-10-02 13:50:45.198411,,9012,1536,0
2138,1977796581,46426217,2020-10-02 11:20:33.198411,,0 days 01:10:27.000000000,2020-10-02 12:31:00.198411,,4227,2138,0
2442,2047973301,46337813,2020-10-02 11:20:34.198411,,0 days 02:12:14.000000000,2020-10-02 13:32:48.198411,,7934,2442,0
3045,46436270,3296689779,2020-10-02 11:20:35.198411,,0 days 02:10:15.000000000,2020-10-02 13:30:50.198411,,7815,3045,0
1249,974691771,46365303,2020-10-02 11:20:47.198411,,0 days 00:43:12.000000000,2020-10-02 12:03:59.198411,,2592,1249,0
1473,46379627,46341917,2020-10-02 11:20:50.198411,,0 days 00:22:58.000000000,2020-10-02 11:43:48.198411,,1378,1473,0
3007,46324350,2311090708,2020-10-02 11:20:51.198411,,0 days 01:35:20.000000000,2020-10-02 12:56:11.198411,,5720,3007,0
1691,46478359,46395874,2020-10-02 11:20:57.198411,,0 days 01:59:16.000000000,2020-10-02 13:20:13.198411,,7156,1691,0
3104,46202518,4447532269,2020-10-02 11:21:03.198411,,0 days 01:35:57.000000000,2020-10-02 12:57:00.198411,,5757,3104,0
1912,46411806,2020568929,2020-10-02 11:21:11.198411,,0 days 00:27:21.000000000,2020-10-02 11:48:32.198411,,1641,1912,0
1532,46263141,1468478488,2020-10-02 11:21:11.198411,,0 days 00:38:45.000000000,2020-10-02 11:59:56.198411,,2325,1532,0
1998,46268078,46448381,2020-10-02 11:21:12.198411,,0 days 01:33:26.000000000,2020-10-02 12:54:38.198411,,5606,1998,0
736,46465250,1069320476,2020-10-02 11:21:12.198411,,0 days 01:39:55.000000000,2020-10-02 13:01:07.198411,,5995,736,0
2180,46289502,46330376,2020-10-02 11:21:17.198411,,0 days 00:41:37.000000000,2020-10-02 12:02:54.198411,,2497,2180,0
1487,46315476,46336205,2020-10-02 11:21:21.198411,,0 days 00:32:44.000000000,2020-10-02 11:54:05.198411,,1964,1487,0
852,1494204603,46423902,2020-10-02 11:21:27.198411,,0 days 01:25:14.000000000,2020-10-02 12:46:41.198411,,5114,852,0
3055,46376972,46431801,2020-10-02 11:21:29.198411,,0 days 00:33:19.000000000,2020-10-02 11:54:48.198411,,1999,3055,0
2813,46373281,46403916,2020-10-02 11:21:30.198411,,0 days 00:29:58.000000000,2020-10-02 11:51:28.198411,,1798,2813,0
678,46343839,2877620938,2020-10-02 11:21:38.198411,,0 days 00:18:55.000000000,2020-10-02 11:40:33.198411,,1135,678,0
1784,46403979,46372928,2020-10-02 11:21:48.198411,,0 days 00:57:26.000000000,2020-10-02 12:19:14.198411,,3446,1784,0
2569,46359180,46450031,2020-10-02 11:21:50.198411,,0 days 02:20:36.000000000,2020-10-02 13:42:26.198411,,8436,2569,0
2128,2311168469,46283211,2020-10-02 11:22:00.198411,,0 days 00:47:58.000000000,2020-10-02 12:09:58.198411,,2878,2128,0
287,5737703278,46391320,2020-10-02 11:22:23.198411,,0 days 02:21:07.000000000,2020-10-02 13:43:30.198411,,8467,287,0
1571,1580111772,7602619093,2020-10-02 11:22:32.198411,,0 days 02:09:10.000000000,2020-10-02 13:31:42.198411,,7750,1571,0
2889,46375177,46399935,2020-10-02 11:22:37.198411,,0 days 01:04:58.000000000,2020-10-02 12:27:35.198411,,3898,2889,0
689,46464897,46360198,2020-10-02 11:22:37.198411,,0 days 01:08:51.000000000,2020-10-02 12:31:28.198411,,4131,689,0
663,2298641931,46447569,2020-10-02 11:22:41.198411,,0 days 00:25:00.000000000,2020-10-02 11:47:41.198411,,1500,663,0
1594,46348272,5667894273,2020-10-02 11:22:46.198411,,0 days 01:27:37.000000000,2020-10-02 12:50:23.198411,,5257,1594,0
2069,46422571,46400478,2020-10-02 11:22:51.198411,,0 days 00:56:11.000000000,2020-10-02 12:19:02.198411,,3371,2069,0
3103,7800970300,46381685,2020-10-02 11:23:02.198411,,0 days 00:46:04.000000000,2020-10-02 12:09:06.198411,,2764,3103,0
1326,543620629,46336500,2020-10-02 11:23:02.198411,,0 days 01:41:40.000000000,2020-10-02 13:04:42.198411,,6100,1326,0
2961,46435513,46318839,2020-10-02 11:23:06.198411,,0 days 01:14:13.000000000,2020-10-02 12:37:19.198411,,4453,2961,0
1029,46360091,46445228,2020-10-02 11:23:06.198411,,0 days 00:45:22.000000000,2020-10-02 12:08:28.198411,,2722,1029,0
386,46410375,46356117,2020-10-02 11:23:07.198411,,0 days 01:04:40.000000000,2020-10-02 12:27:47.198411,,3880,386,0
726,46390324,2020569132,2020-10-02 11:23:09.198411,,0 days 00:50:28.000000000,2020-10-02 12:13:37.198411,,3028,726,0
2820,943728108,1525016836,2020-10-02 11:23:16.198411,,0 days 01:59:36.000000000,2020-10-02 13:22:52.198411,,7176,2820,0
838,2308176060,46253899,2020-10-02 11:23:18.198411,,0 days 01:08:32.000000000,2020-10-02 12:31:50.198411,,4112,838,0
418,46316297,46385232,2020-10-02 11:23:30.198411,,0 days 01:15:58.000000000,2020-10-02 12:39:28.198411,,4558,418,0
2061,46178255,46357493,2020-10-02 11:23:39.198411,,0 days 01:25:18.000000000,2020-10-02 12:48:57.198411,,5118,2061,0
1825,46290677,2300344136,2020-10-02 11:23:41.198411,,0 days 01:14:47.000000000,2020-10-02 12:38:28.198411,,4487,1825,0
2888,46291392,46318922,2020-10-02 11:23:48.198411,,0 days 00:55:07.000000000,2020-10-02 12:18:55.198411,,3307,2888,0
2152,46257989,5830440704,2020-10-02 11:23:50.198411,,0 days 01:07:21.000000000,2020-10-02 12:31:11.198411,,4041,2152,0
661,46425658,1367613849,2020-10-02 11:24:01.198411,,0 days 00:48:28.000000000,2020-10-02 12:12:29.198411,,2908,661,0
1818,2012191671,2300344131,2020-10-02 11:24:11.198411,,0 days 01:33:41.000000000,2020-10-02 12:57:52.198411,,5621,1818,0
677,46346389,46386453,2020-10-02 11:24:19.198411,,0 days 00:24:59.000000000,2020-10-02 11:49:18.198411,,1499,677,0
1282,3307341845,3185290420,2020-10-02 11:24:27.198411,,0 days 00:50:36.000000000,2020-10-02 12:15:03.198411,,3036,1282,0
455,46347891,4457168596,2020-10-02 11:24:30.198411,,0 days 01:21:07.000000000,2020-10-02 12:45:37.198411,,4867,455,0
1627,6933105380,46386984,2020-10-02 11:24:35.198411,,0 days 00:35:23.000000000,2020-10-02 11:59:58.198411,,2123,1627,0
3190,297879408,46420083,2020-10-02 11:24:37.198411,,0 days 01:32:58.000000000,2020-10-02 12:57:35.198411,,5578,3190,0
2651,601499189,175661644,2020-10-02 11:24:42.198411,,0 days 00:42:19.000000000,2020-10-02 12:07:01.198411,,2539,2651,0
3188,46331553,46385483,2020-10-02 11:24:42.198411,,0 days 01:12:26.000000000,2020-10-02 12:37:08.198411,,4346,3188,0
1470,46287092,2020569181,2020-10-02 11:24:45.198411,,0 days 00:57:35.000000000,2020-10-02 12:22:20.198411,,3455,1470,0
218,1655770287,1587126020,2020-10-02 11:24:50.198411,,0 days 01:21:16.000000000,2020-10-02 12:46:06.198411,,4876,218,0
1581,46445756,252123613,2020-10-02 11:24:54.198411,,0 days 01:15:44.000000000,2020-10-02 12:40:38.198411,,4544,1581,0
2721,2309538816,1057076084,2020-10-02 11:24:56.198411,,0 days 00:46:13.000000000,2020-10-02 12:11:09.198411,,2773,2721,0
957,2614519244,46346389,2020-10-02 11:24:59.198411,,0 days 01:43:36.000000000,2020-10-02 13:08:35.198411,,6216,957,0
851,5615352272,46328501,2020-10-02 11:25:01.198411,,0 days 02:18:36.000000000,2020-10-02 13:43:37.198411,,8316,851,0
423,46287743,46399888,2020-10-02 11:25:14.198411,,0 days 01:57:21.000000000,2020-10-02 13:22:35.198411,,7041,423,0
2593,4799100469,46372060,2020-10-02 11:25:15.198411,,0 days 00:58:50.000000000,2020-10-02 12:24:05.198411,,3530,2593,0
1994,1856384492,46392048,2020-10-02 11:25:15.198411,,0 days 02:52:42.000000000,2020-10-02 14:17:57.198411,,10362,1994,0
2805,46318165,46425405,2020-10-02 11:25:18.198411,,0 days 01:05:41.000000000,2020-10-02 12:30:59.198411,,3941,2805,0
2276,46296030,5139580893,2020-10-02 11:25:18.198411,,0 days 01:52:37.000000000,2020-10-02 13:17:55.198411,,6757,2276,0
2288,46439917,46391320,2020-10-02 11:25:20.198411,,0 days 01:11:18.000000000,2020-10-02 12:36:38.198411,,4278,2288,0
1027,46483027,798909668,2020-10-02 11:25:25.198411,,0 days 00:55:08.000000000,2020-10-02 12:20:33.198411,,3308,1027,0
1685,46418161,46409976,2020-10-02 11:25:25.198411,,0 days 01:12:22.000000000,2020-10-02 12:37:47.198411,,4342,1685,0
1361,1694687213,539179296,2020-10-02 11:25:27.198411,,0 days 01:43:15.000000000,2020-10-02 13:08:42.198411,,6195,1361,0
831,46333666,2772719495,2020-10-02 11:25:29.198411,,0 days 00:29:27.000000000,2020-10-02 11:54:56.198411,,1767,831,0
655,5001905112,297095277,2020-10-02 11:25:31.198411,,0 days 01:28:33.000000000,2020-10-02 12:54:04.198411,,5313,655,0
1340,4377757606,7602812899,2020-10-02 11:25:38.198411,,0 days 00:42:52.000000000,2020-10-02 12:08:30.198411,,2572,1340,0
1167,3301285118,46320660,2020-10-02 11:25:39.198411,,0 days 00:26:07.000000000,2020-10-02 11:51:46.198411,,1567,1167,0
2531,46253544,3300514053,2020-10-02 11:25:54.198411,,0 days 01:44:23.000000000,2020-10-02 13:10:17.198411,,6263,2531,0
2647,46297841,3300514050,2020-10-02 11:25:59.198411,,0 days 01:37:06.000000000,2020-10-02 13:03:05.198411,,5826,2647,0
2747,46453465,46319526,2020-10-02 11:26:17.198411,,0 days 01:58:28.000000000,2020-10-02 13:24:45.198411,,7108,2747,0
1667,46306698,2306196661,2020-10-02 11:26:18.198411,,0 days 01:52:00.000000000,2020-10-02 13:18:18.198411,,6720,1667,0
1870,46390957,46389670,2020-10-02 11:26:22.198411,,0 days 00:33:55.000000000,2020-10-02 12:00:17.198411,,2035,1870,0
797,46239336,46365716,2020-10-02 11:26:23.198411,,0 days 01:31:00.000000000,2020-10-02 12:57:23.198411,,5460,797,0
279,2772719495,46357364,2020-10-02 11:26:24.198411,,0 days 00:18:46.000000000,2020-10-02 11:45:10.198411,,1126,279,0
2164,46280154,46292401,2020-10-02 11:26:25.198411,,0 days 00:19:08.000000000,2020-10-02 11:45:33.198411,,1148,2164,0
2306,2722390712,46391067,2020-10-02 11:26:26.198411,,0 days 02:22:13.000000000,2020-10-02 13:48:39.198411,,8533,2306,0
2289,46353918,46368850,2020-10-02 11:26:26.198411,,0 days 01:38:38.000000000,2020-10-02 13:05:04.198411,,5918,2289,0
1811,46504366,1419265970,2020-10-02 11:26:45.198411,,0 days 02:39:36.000000000,2020-10-02 14:06:21.198411,,9576,1811,0
1312,46360088,46341500,2020-10-02 11:26:58.198411,,0 days 01:29:32.000000000,2020-10-02 12:56:30.198411,,5372,1312,0
1155,5828012924,46348430,2020-10-02 11:27:03.198411,,0 days 00:31:46.000000000,2020-10-02 11:58:49.198411,,1906,1155,0
1610,6653544388,46432026,2020-10-02 11:27:10.198411,,0 days 01:10:26.000000000,2020-10-02 12:37:36.198411,,4226,1610,0
939,46443601,1069320425,2020-10-02 11:27:22.198411,,0 days 01:42:34.000000000,2020-10-02 13:09:56.198411,,6154,939,0
2794,46434663,5899675533,2020-10-02 11:27:27.198411,,0 days 01:26:38.000000000,2020-10-02 12:54:05.198411,,5198,2794,0
1729,5604910199,5385801773,2020-10-02 11:27:27.198411,,0 days 01:55:30.000000000,2020-10-02 13:22:57.198411,,6930,1729,0
2643,6948740451,5828012924,2020-10-02 11:27:28.198411,,0 days 00:37:56.000000000,2020-10-02 12:05:24.198411,,2276,2643,0
2096,2298641931,46399374,2020-10-02 11:27:30.198411,,0 days 00:03:47.000000000,2020-10-02 11:31:17.198411,,227,2096,0
1370,26206556,46293554,2020-10-02 11:27:38.198411,,0 days 00:41:47.000000000,2020-10-02 12:09:25.198411,,2507,1370,0
1792,46429483,46420432,2020-10-02 11:27:44.198411,,0 days 00:54:19.000000000,2020-10-02 12:22:03.198411,,3259,1792,0
791,46360267,1042870353,2020-10-02 11:27:55.198411,,0 days 00:38:52.000000000,2020-10-02 12:06:47.198411,,2332,791,0
1001,46487751,46446854,2020-10-02 11:28:07.198411,,0 days 02:27:52.000000000,2020-10-02 13:55:59.198411,,8872,1001,0
2952,46370539,6933008649,2020-10-02 11:28:07.198411,,0 days 00:48:30.000000000,2020-10-02 12:16:37.198411,,2910,2952,0
1410,46335638,46399461,2020-10-02 11:28:07.198411,,0 days 00:53:27.000000000,2020-10-02 12:21:34.198411,,3207,1410,0
628,5115773383,46360216,2020-10-02 11:28:10.198411,,0 days 00:46:42.000000000,2020-10-02 12:14:52.198411,,2802,628,0
2215,46220300,46328546,2020-10-02 11:28:11.198411,,0 days 00:53:00.000000000,2020-10-02 12:21:11.198411,,3180,2215,0
35,46447092,46382851,2020-10-02 11:28:14.198411,,0 days 00:41:41.000000000,2020-10-02 12:09:55.198411,,2501,35,0
1628,46328228,46409586,2020-10-02 11:28:14.198411,,0 days 01:28:37.000000000,2020-10-02 12:56:51.198411,,5317,1628,0
2759,46186898,175661623,2020-10-02 11:28:17.198411,,0 days 02:02:34.000000000,2020-10-02 13:30:51.198411,,7354,2759,0
733,46415032,46314424,2020-10-02 11:28:19.198411,,0 days 00:48:05.000000000,2020-10-02 12:16:24.198411,,2885,733,0
2586,2298113097,46366153,2020-10-02 11:28:30.198411,,0 days 01:39:35.000000000,2020-10-02 13:08:05.198411,,5975,2586,0
391,46310765,46394761,2020-10-02 11:28:32.198411,,0 days 01:34:48.000000000,2020-10-02 13:03:20.198411,,5688,391,0
3069,46351555,2012191827,2020-10-02 11:28:34.198411,,0 days 00:00:17.000000000,2020-10-02 11:28:51.198411,,17,3069,0
165,2309524193,2145892428,2020-10-02 11:28:38.198411,,0 days 00:56:10.000000000,2020-10-02 12:24:48.198411,,3370,165,0
2987,3116674750,2305669220,2020-10-02 11:28:40.198411,,0 days 02:38:54.000000000,2020-10-02 14:07:34.198411,,9534,2987,0
1719,46291454,46378182,2020-10-02 11:28:41.198411,,0 days 00:48:15.000000000,2020-10-02 12:16:56.198411,,2895,1719,0
2186,46391119,46322267,2020-10-02 11:28:47.198411,,0 days 00:47:48.000000000,2020-10-02 12:16:35.198411,,2868,2186,0
1735,102927601,46373371,2020-10-02 11:28:47.198411,,0 days 00:52:50.000000000,2020-10-02 12:21:37.198411,,3170,1735,0
